NPI_1,ZIP1,Lat1,Long1,City1,State1,Influence score_1,NPI_2,ZIP2,Lat2,Long2,City2,State2,Influence score_2,PM_ID Score,Panel Score,Trial Score,Affiliation Score,Events Score,Overall Connection Strength,No. of Connections
1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,1629171830,2111,42.3522,-71.0577,Boston,Massachusetts,0.77,0,0,0,1,0,1,18
1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,1558308874,2111,42.3527,-71.0572,Boston,Massachusetts,2.53,0,0,0,1,0,1,18
1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,1831501402,2111,42.3542,-71.0557,Boston,Massachusetts,1.02,0,0,0,1,0,1,18
1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,1609345222,2111,42.3552,-71.0547,Boston,Massachusetts,0.86,0,0,0,1,0,1,18
1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,1528083086,2111,42.3557,-71.0542,Boston,Massachusetts,1.51,0,0,0,1,0,1,18
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1871904094,2111,42.3482,-71.0617,Boston,Massachusetts,1.27,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1972820918,2111,42.3487,-71.0612,Boston,Massachusetts,0.92,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1417565029,2111,42.3497,-71.0602,Boston,Massachusetts,1.42,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1902959554,2111,42.3507,-71.0592,Boston,Massachusetts,3.07,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1487948444,2111,42.3517,-71.0582,Boston,Massachusetts,0.78,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1629171830,2111,42.3522,-71.0577,Boston,Massachusetts,0.77,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1558308874,2111,42.3527,-71.0572,Boston,Massachusetts,2.53,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1831501402,2111,42.3542,-71.0557,Boston,Massachusetts,1.02,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1609345222,2111,42.3552,-71.0547,Boston,Massachusetts,0.86,0,0,0,1,0,1,20
1255669503,2111,42.3472,-71.0627,Boston,Massachusetts,1.58,1528083086,2111,42.3557,-71.0542,Boston,Massachusetts,1.51,0,0,0,1,0,1,20
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1487018578,2111,42.3462,-71.0637,Boston,Massachusetts,0.54,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1871904094,2111,42.3482,-71.0617,Boston,Massachusetts,1.27,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1972820918,2111,42.3487,-71.0612,Boston,Massachusetts,0.92,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1902959554,2111,42.3507,-71.0592,Boston,Massachusetts,3.07,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1487948444,2111,42.3517,-71.0582,Boston,Massachusetts,0.78,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1629171830,2111,42.3522,-71.0577,Boston,Massachusetts,0.77,0,0,0,1,0,1,21
1457514440,2111,42.3477,-71.0622,Boston,Massachusetts,2.16,1558308874,2111,42.3527,-71.0572,Boston,Massachusetts,2.53,0,0,0,1,0,1,21
